School,Street Address,Street Zip,Latitude,Longitude
Aspire Pacific Academy,2565 58th St.,90255-4126,33.990184,-118.225939
Aspire Slauson Academy Charter,123 West 59th St.,90003-1103,33.986959,-118.274821
Aspire Titan Academy,6720 South Alameda St.,90255-3617,33.978062,-118.2343
Astra Nova School,"1439 N. Highland Ave., #1126",90028-7622,34.100645,-118.340168
Atwater Avenue Elementary,3271 Silver Lake Blvd.,90039-2253,34.114364,-118.253838
Audubon Middle,4120 11th Ave.,90008-3712,34.009559,-118.329502
Augustus F. Hawkins High B Community Health Advocates,825 West 60th St.,90044-5512,33.985536,-118.288006
Augustus F. Hawkins High C Responsible Indigenous Social Entrepreneurship,825 West 60th St.,90044-5512,33.985536,-118.288006
Augustus Hawkins High,825 West 60th St.,90044-5512,33.985536,-118.288006
Aurora Elementary,1050 East 52nd Pl.,90011-4616,33.995045,-118.257109
Avalon Gardens Elementary,13940 South San Pedro St.,90061-2624,33.905563,-118.269576
"Bais Chana Heritage School, Inc DBA Ohel Chana",7659 Beverly Blvd.,90036-2727,34.076149,-118.356709
Bais Chaya Mushka School of Los Angeles,9051 W. Pico Blvd.,90035-1324,34.055497,-118.389336
Bais Yaakov School for Girls,7353 Beverly Blvd.,90036-2502,34.076292,-118.350129
Balboa Gifted/High Ability Magnet Elementary,17020 Labrador St.,91325-1906,34.249085,-118.503107
Baldwin Hills Elementary,5421 Rodeo Rd.,90016-5122,34.021609,-118.364923
Bandini Street Elementary,425 North Bandini St.,90731-1804,33.746513,-118.298907
Banning Academies of Creative and Innovative Sciences (BACIS),1527 Lakme Ave.,90744-1526,33.794174,-118.261071
Barack Obama Global Preparation Academy,1700 West 46th St.,90062-1901,34.001848,-118.309598
Barton Hill Elementary,423 North Pacific Ave.,90731-2019,33.746456,-118.287935
Bassett Street Elementary,15756 Bassett St.,91406-5007,34.195663,-118.476115
Beachy Avenue Elementary,9757 Beachy Ave.,91331-5306,34.247749,-118.437981
Beckford Charter for Enriched Studies,19130 Tulsa St.,91326-2645,34.268005,-118.549788
Beethoven Street Elementary,3711 Beethoven St.,90066-3517,34.002296,-118.443206
"Bell Hooks, Academy of Faithful Scholars",603 W. 5Th St,90071,34.050488,-118.254059
Bell Senior High,4328 Bell Ave.,90201-2528,33.974658,-118.19031
Bellevue Primary,610 North Micheltorena St.,90026-3623,34.079383,-118.280904
Bellingham Elementary,6728 Bellingham Ave.,91606-1408,34.192773,-118.398632
Belmont Community Adult,1575 West Second St.,90026-5701,34.061133,-118.264883
Belmont Senior High,1575 West 2nd St.,90026-5701,34.061222,-118.263016
Belvedere Elementary,3724 East First St.,90063-2390,34.035969,-118.186396
Belvedere Middle,312 North Record Ave.,90063-1824,34.039688,-118.182266
Benjamin Banneker Career and Transition Center,14024 South San Pedro St.,90061-2659,33.904893,-118.269562
Benjamin Franklin Community,820 North Avenue 54,90042-2428,34.115704,-118.198814
Benjamin Franklin Senior High,820 North Avenue 54,90042-2428,34.115417,-118.199061
Berendo Middle,1157 South Berendo St.,90006-3301,34.049884,-118.293764
Berenece Carlson Home Hospital,10952 Whipple St.,91602-3235,34.148005,-118.36884
Berkeley Hall School,16000 Mulholland Dr.,90049-1123,34.128346,-118.482895
Bert Corona Charter,9400 Remick Ave.,91331-4223,34.239736,-118.414816
Bert Corona Charter High,12513 Gain St.,91331-1628,34.271267,-118.404512
Bertrand Avenue Elementary,7021 Bertrand Ave.,91335-4711,34.197903,-118.524424
Beth Hillel Day,12326 Riverside Dr.,91607-3608,34.156992,-118.40152
Bethel Baptist Christian School,1361 E. Carson St.,90745-1631,33.832132,-118.248864
Betty Plasencia Elementary,1321 Cortez St.,90026-5622,34.066346,-118.256637
Beverly Hills RC School,6550 Fountain Ave,90028-7823,34.093945,-118.332237
Birdielee V. Bright Elementary,1771 West 36th St.,90018-3812,34.022876,-118.311015
Birmingham Community Charter High,17000 Haynes St.,91406-5420,34.188953,-118.5049
Bishop Alemany High,11111 North Alemany Dr.,91345-1105,34.276349,-118.461605
Bishop Conaty–Our Lady of Loretto High School,2900 W Pico Blvd,90006-3802,34.046624,-118.303317
Bishop Mora Salesian High School,960 South Soto St.,90023-1323,34.032824,-118.216394
Blythe Street Elementary,18730 Blythe St.,91335-1801,34.214657,-118.54111
Bnos Esther,116 North La Brea Ave.,90036-2912,34.074106,-118.343708
Bonita Street Elementary,21929 Bonita St.,90745-3406,33.828488,-118.259379
Boyle Heights Continuation,544 South Mathews St.,90033-4348,34.037855,-118.212038
Boyle Heights Hilda Solis High,319 North Humphreys Ave.,90022-1422,34.038931,-118.171523
Boys Academic Leadership Academy,1511 West 110th St.,90047-4912,33.936028,-118.303121
Braddock Drive Elementary,4711 Inglewood Blvd.,90230-5823,33.993103,-118.415234
Brainard Elementary,11407 Brainard Ave.,91342-6805,34.277295,-118.36357
Brawerman Elementary East,3663 Wilshire Blvd.,90010-2703,34.062045,-118.305009
Brawerman Elementary School West of Wilshire Blvd Temple,11661 W. Olympic Blvd.,90064-1419,34.03524,-118.447889
Breed Street Elementary,2226 East Third St.,90033-3906,34.04245,-118.21345
Brentwood School,100 South Barrington Pl.,90049-3306,34.067168,-118.468795
Brentwood Science,740 Gretna Green Way,90049-4927,34.050684,-118.475073
Bret Harte Preparatory Middle,9301 South Hoover St.,90044-4722,33.9519,-118.287018
Bridge Academy,453 S Spring St.,90013-2013,34.047787,-118.249526
Bridge Street Elementary,605 North Boyle Ave.,90033-1603,34.052452,-118.21679
Bridgeport,13130 Burbank Blvd.,91401-6037,34.171154,-118.419256
Bridgeport Vocational West School,4160 Grand View Blvd,90066-5214,33.997947,-118.425347
Bridgeport West School,4160 Grandview Blvd.,90066-5214,33.997654,-118.425089
Bridges Academy,3921 Laurel Canyon Blvd,91604-3710,34.141477,-118.394857
Bright Scholars Christian Academy,7526 S Western Ave,90047-2429,33.971111,-118.308795
Briskin Elementary School of Temple Israel of Hollywood,7300 Hollywood Blvd.,90046-2904,34.10111,-118.349634
Broad Avenue Elementary,24815 Broad Ave.,90744-1036,33.800924,-118.26231
Broadacres Avenue Elementary Visual & Performing Arts Magnet,19424 South Broadacres Ave.,90746-2710,33.854533,-118.240239
Broadway Elementary,1015 Lincoln Blvd.,90291-3506,33.998189,-118.461477
Brockton Avenue Elementary,1309 Armacost Ave.,90025-1459,34.044771,-118.462773
Brooklyn Avenue,4620 Cesar Chavez Ave.,90022-1148,34.040573,-118.166538
Bryson Avenue Elementary,4470 Missouri Ave.,90280-5057,33.944974,-118.192748
Buchanan Street Elementary,5024 Buchanan St.,90042-2340,34.119547,-118.206837
"Buckley School, The",3900 Stansbury Ave.,91423-4699,34.139647,-118.443704
Buckner Educational Christian Academy,2330 W Florence Ave,90043-5145,33.974311,-118.319757
Budlong Avenue Elementary,5940 South Budlong Ave.,90044-2815,33.986854,-118.295773
Burbank Boulevard Elementary,12215 Albers St.,91607-2011,34.17042,-118.398304
Burton Street Elementary,8111 Calhoun Ave.,91402-5305,34.218775,-118.441487
Bushnell Way Elementary,5507 Bushnell Way,90042-4822,34.102276,-118.188911
C. and E. Merdinian Armenian Evangelical School,13330 Riverside Dr,91423-2521,34.157273,-118.423681
C. Morley Sellery Special Education Center,15805 South Budlong Ave.,90247-4303,33.887751,-118.295941
Cabrillo Avenue Elementary,732 South Cabrillo Ave.,90731-3025,33.737563,-118.294472
Cahuenga Elementary,220 South Hobart Blvd.,90004-5208,34.070698,-118.305422
Cal Burke High,14630 Lanark St.,91402-4917,34.217928,-118.452655
Calabash Charter Academy,23055 Eugene St.,91364-3723,34.157826,-118.629517
Calahan Street Elementary,18722 Knapp St.,91324-3027,34.238116,-118.540942
California Collegiate Charter,5101 South Western Ave.,90062-2333,33.996591,-118.309428
California Creative Learning Academy,2709 Media Center Dr.,90065-1700,34.110706,-118.245258
California Creative Learning Academy MS,2709 Media Center Dr.,90065-1700,34.110706,-118.245258
California University FCE,2701 Beverly Blvd,90057-1007,34.070094,-118.277672
Calliope Academy,1495 Colorado Blvd.,90041-2366,34.139614,-118.197449
Calvary Christian School,701 Palisades Dr.,90272-2839,34.048382,-118.553282
Calvert Charter for Enriched Studies,19850 Delano St.,91367-3816,34.182288,-118.564257
Camellia Avenue Elementary,7451 Camellia Ave.,91605-3312,34.204254,-118.382389
Camino Nuevo Charter Academy,697 South Burlington Ave.,90057-3743,34.055523,-118.273582
Camino Nuevo Charter Academy #2,3400 West 3rd St.,90020-1605,34.068548,-118.28892
Camino Nuevo Charter Academy #4,1018 Mohawk St.,90026-3131,34.076816,-118.26529
Camino Nuevo Charter High,1215 West Miramar St.,90026-6115,34.057982,-118.257936
Camino Nuevo Elementary #3,1723 Cordova St.,90007-1114,34.039098,-118.294401
Camino Nuevo High #2,3500 West Temple St.,90004-3620,34.076443,-118.285508
Campbell Hall (Episcopal),4533 Laurel Canyon Blvd.,91607-4122,34.153547,-118.398326
Canfield Avenue Elementary,9233 Airdrome St.,90035-3201,34.049821,-118.390464
Canoga Park Elementary,7438 Topanga Canyon Blvd.,91303-1210,34.205657,-118.605887
Canoga Park Middle,22250 Elkwood St.,91304-5501,34.212762,-118.611513
Canoga Park Senior High,6850 Topanga Canyon Blvd.,91303-2354,34.195573,-118.605796
Cantara Street Elementary,17950 Cantara St.,91335-1408,34.219189,-118.524573
Canterbury Avenue Elementary,13670 Montague St.,91331-6129,34.232913,-118.429194
Canyon Charter Elementary,421 Entrada Dr.,90402-1303,34.031257,-118.512292
Canyon Oaks School,1414 N. Catalina St.,90027-5908,34.096814,-118.294889
Capistrano Avenue Elementary,8118 Capistrano Ave.,91304-3730,34.217203,-118.616982
Carlos Santana Arts Academy,9301 Columbus Ave.,91343-2229,34.239214,-118.464799
Caroldale Learning Community,22424 Caroldale Ave.,90745-3654,33.822451,-118.283828
Carousel,7899 La Tijera Blvd,90045-3145,33.965228,-118.385935
Carpenter Community Charter,3909 Carpenter Ave.,91604-3732,34.141481,-118.391701
Carson Christian School,17705 Central Ave.,90746-1664,33.874448,-118.248641
Carson Senior High,22328 South Main St.,90745-4525,33.823776,-118.275752
Carson Street Elementary,161 East Carson St.,90745-2772,33.831677,-118.275517
Carson-Gore Academy of Environmental Studies,3200 West Washington Blvd.,90018-1248,34.039902,-118.319146
Carthay Elementary Of Environmental Studies Magnet,6351 West Olympic Blvd.,90048-5411,34.058836,-118.369098
Casa Montessori,17633 Lassen St.,91325-1408,34.250661,-118.5195
Castelar Street Elementary,840 Yale St.,90012-2328,34.063851,-118.240392
Castle Elementary School,1435 West 120th St.,90047-5302,33.924373,-118.301666
Castle Heights Elementary,9755 Cattaraugus Ave.,90034-2352,34.037194,-118.397597
Castlebay Lane Charter,19010 Castlebay Ln.,91326-1005,34.293419,-118.54749
"CATCH Prep Charter High, Inc.",4120 11th Ave.,90008-3712,34.009559,-118.329502
Cathedral Chapel Elementary,755 South Cochran Ave.,90036-3812,34.060997,-118.348114
Cathedral High School,1253 Bishops Rd.,90012-1453,34.069854,-118.234286
Catskill Avenue Elementary,23536 Catskill Ave.,90745-5412,33.812038,-118.271231
CCDC of Little Angels,3808 W 54Th St.,90043,33.992747,-118.340213
CDS Elementary,10001 Jumilla Ave.,91311,34.251825,-118.563377
CDS Secondary,727 South Wilson St.,90021-1625,34.033946,-118.234409
Celerity Dyad Charter,4501 South Wadsworth,90011-3637,34.0026,-118.2593
Celerity Troika Charter,1495 Colorado Blvd.,90041-2340,34.139305,-118.197547
Center for Advanced Learning,4016 South Central Ave.,90011-2708,34.010657,-118.256505
Centinela Christian Child Development Center,6000 West Blvd,90043-3802,33.985177,-118.334917
Central City Value,221 North Westmoreland Ave.,90004-4815,34.074782,-118.287905
Central High,716 East 14th St.,90021-2114,34.031856,-118.253871
Century Park Elementary,10935 South Spinning Ave.,90303-2599,33.936042,-118.318908
Cesar Chavez Elementary,5243 Oakland St.,90032-2335,34.088619,-118.167841
Cesar E. Chavez Learning Academies-Academy of Scientific Exploration (ASE),1001 Arroyo Ave.,91340-1817,34.288462,-118.420736
Cesar E. Chavez Learning Academies-Arts/Theatre/Entertain Mag,1001 Arroyo Ave.,91340-1817,34.288462,-118.420736
Cesar E. Chavez Learning Academies-Social Justice Humanitas Academy,1001 Arroyo Ave.,91340-1817,34.288462,-118.420736
Cesar E. Chavez Learning Academies-Technology Preparatory Academy,1001 Arroyo Ave.,91340-1817,34.288462,-118.420736
Chabad GAON Academy,8850 West Pico Blvd,90035-3302,34.05475,-118.384986
"Chabad Israeli Center, Inc",1520 South Robertson Blvd.,90035-4232,34.051459,-118.383833
Chabad of Chatsworth Jewish Academy,20735 Devonshire St.,91311,34.25756,-118.585703
Chaminade College Preparatory,7500 Chaminade Ave.,91304-5384,34.205978,-118.636942
Chaminade College Preparatory,19800 Devonshire St,91311-3500,34.256382,-118.564746
Champion of Life Academy,"269 S. Western Ave, Ste. 307",90004-4103,34.069208,-118.309289
CHAMPS - Charter HS of Arts-Multimedia & Performing,6842 Van Nuys Blvd.,91405-3984,34.195128,-118.447526
Chandler Elementary,14030 Weddington St.,91401-5753,34.165736,-118.439001
Chapman Elementary,1947 Marine Ave.,90249-3803,33.894721,-118.312592
Charles Drew Middle,8511 Compton Ave.,90001-3921,33.961102,-118.247722
Charles H. Kim Elementary,225 South Oxford Ave.,90004-5104,34.0706,-118.307967
Charles Leroy Lowman Special Education and Career Transition Center,12827 Saticoy St.,91605-3506,34.206452,-118.413283
Charles Maclay Middle,12540 Pierce Ave.,91331-1701,34.272428,-118.406074
Charles W. Barrett Elementary,419 West 98th St.,90003-3916,33.947434,-118.280573
Charles White Elementary,2401 Wilshire Blvd.,90057-3304,34.059841,-118.279983
Charnock Road Elementary,11133 Charnock Rd.,90034-6506,34.017253,-118.419665
Chase Community Center,401 W. Compton Blvd,90220-3008,33.896228,-118.228964
Chase Street Elementary,14041 Chase St.,91402-3222,34.225639,-118.439832
Chatsworth Charter High,10027 Lurline Ave.,91311-3153,34.252319,-118.584257
Chatsworth Park ES Urban Planning/Community Development Magnet,22005 Devonshire St.,91311-2841,34.257273,-118.606374
Cheder Menachem,1606 South La Cienega Blvd.,90035-4510,34.048419,-118.375972
Cheder of Los Angeles,801 North La Brea Ave.,90038-3340,34.085491,-118.344379
Cheerful Helpers Child and Family Study Center,1986 W. Jefferson,90018-3416,34.025334,-118.314631
Cheremoya Avenue Elementary,6017 Franklin Ave.,90028-5517,34.105315,-118.320726
Chester W. Nimitz Middle,6021 Carmelita Ave.,90255-3320,33.986084,-118.196985
Cheviot Hills Continuation,9200 Cattaraugus Ave.,90034-1906,34.03563,-118.392396
Child's World School,6100 Lindley Ave.,91316-7115,34.180822,-118.526777
Child's World School,5414 Capistrano Ave.,91367-4420,34.168686,-118.61644
Children Community Academy Inc.,4737 W Slauson Ave.,90056-1205,33.988678,-118.360051
Children's Community School,14702 Sylvan St.,91411-2220,34.184214,-118.453349
CHIME Charter Middle,19722 Collier St.,91364-3618,34.165765,-118.562884
CHIME Institute's Schwarzenegger Community,19722 Collier St.,91364-3618,34.165765,-118.562884
Christ Lutheran Church and School,28850 South Western Ave.,90275-0803,33.757281,-118.310841
Christ the King Elementary,617 North Arden Blvd.,90004-1201,34.082123,-118.326439
Christopher Dena Elementary,1314 Dacotah St.,90023-2707,34.022225,-118.211391
Cienega Elementary,2611 South Orange Dr.,90016-3515,34.03233,-118.353502
Cimarron Avenue Elementary,11559 Cimarron Ave.,90250-1914,33.928909,-118.315121
Citizens of the World Charter School East Valley,12020 Burbank Blvd.,91607-1811,34.171429,-118.395407
Citizens of the World Charter School Hollywood,1316 North Bronson Ave.,90028-8497,34.047217,-118.325792
Citizens of the World Charter School Mar Vista,11561 Gateway Blvd.,90064-3009,34.031575,-118.442458
Citizens of the World Charter School Silver Lake,110 North Coronado St.,90026-5206,34.069417,-118.275321
Citizens of the World Charter School West Valley,7911 Winnetka Ave.,91306-2317,34.214863,-118.572093
City High,4650 Olympic Blvd.,90019-1831,34.055405,-118.332985
City Language Immersion Charter,4001 Venice Blvd.,90019-6009,34.043882,-118.324852
City of Angels,221 South Eastman Ave.,90063-2423,34.03386,-118.185827
City Terrace Elementary,4350 City Terrace Dr.,90063-1049,34.057545,-118.172166
Civitas School of Leadership,1200 West Colton St.,90026,34.061984,-118.254566
CLAS Affirmation,4400 Coliseum St.,90016,34.018209,-118.344222
Clemente Charter,5701 Fishburn Ave.,90270-2819,33.989428,-118.191357
Cleophas Oliver Learning Academy,1902 West Florence,90047-2126,33.974292,-118.311477
Clifford Street Elementary Math & Technology Magnet,2150 Duane St.,90039-3919,34.089275,-118.257778
Clover Avenue Elementary,11020 Clover Ave.,90034-3010,34.027163,-118.426023
Coastal Academy,2043 Lomita Blvd.,90717-1701,33.800791,-118.315441
Coeur D'Alene Avenue Elementary,810 Coeur D'Alene Ave.,90291-4927,33.989891,-118.453538
Cohasset Street Elementary,15810 Saticoy St.,91406-3128,34.207948,-118.478091
Coldwater Canyon Elementary,6850 Coldwater Canyon Ave.,91605-5103,34.194892,-118.413722
Colfax Charter Elementary,4935 Colfax Ave.,91601-4773,34.16013,-118.388309
Coliseum Street Elementary,4400 Coliseum St.,90016-5734,34.018209,-118.344222
Collegiate Charter High School of Los Angeles,725 South Indiana St.,90023-1840,34.026,-118.19331
Columbus Avenue Elementary,6700 Columbus Ave.,91405-4513,34.192154,-118.463938
Commonwealth Avenue Elementary,215 South Commonwealth Ave.,90004-6103,34.075346,-118.285583
Communication and Technology at Diego Rivera Learning Complex,6100 South Central Ave.,90001-1133,33.984122,-118.256116
Community Harvest Charter,5300 Sepulveda Blvd.,91411-3440,34.166842,-118.465915
Community Magnet Charter Elementary,11301 Bellagio Rd.,90049-1705,34.08183,-118.462242
Community Preparatory Academy,7019 South Van Ness Ave.,90044-1659,33.975705,-118.318385
Compton Avenue Elementary,1515 East 104th St.,90002-3559,33.941522,-118.247502
Computer Science Virtual Academy,5010 11th Ave.,90043-4816,33.996963,-118.328936
Concordia Christian,16603 San Fernando Mission Blvd.,91344-4223,34.272511,-118.494
Contreras Learning Center-Academic Leadership Community,322 Lucas Ave.,90017-1406,34.058064,-118.261708
Contreras Learning Center-Los Angeles School of Global Studies,322 Lucas Ave.,90017-1406,34.058064,-118.261708
Contreras Learning Center-School of Social Justice,322 South Lucas Ave.,90017-1406,34.058179,-118.26087
Corona Avenue Elementary,3825 Bell Ave.,90201-2308,33.975622,-118.198055
Corpus Christi Elementary,890 Toyopa Dr.,90272-3729,34.044452,-118.524218
"Country School, The",5243 Laurel Canyon Blvd.,91607-2709,34.165948,-118.396684
Cowan Avenue Elementary,7615 Cowan Ave.,90045-1206,33.973315,-118.40488
Creative Center for Children,10547 Santa Monica Blvd.,90025-4907,34.054989,-118.428174
Creative Hands Active Learning,2609 West Martin Luther King Bl Jr,90008-2744,34.01104,-118.321957
Creative Hands Kinder and 1st grade academy,2320 W Martin Luther King Jr Blvd,90008-2725,34.010509,-118.319004
Creative Hands Learning Academy Inc,2320 W Martin Luther King Jr Blvd,90008-2725,34.010509,-118.319004
Creative Learning Academy,1718 W. Martin Luther King Bl.,90062-1502,34.010631,-118.309619
Creative Learning STEAM Academy,1722 West Martin Luther King Blvd,90062-1502,34.010663,-118.310053
"Crenshaw Science, Technology, Engineering, Math and Medicine Magnet",5010 11th Ave.,90043-4816,33.997541,-118.329297
Crescendo Charter,4900 South Western Ave.,90062-2326,33.998734,-118.308921
Crescendo Charter Academy,13000 South Van Ness Ave.,90249-1726,33.914375,-118.317807
Crescendo Charter Conservatory,2506 West Imperial Hwy.,90250,33.930785,-118.320871
Crescendo Charter Preparatory South,8477 South Normandie Ave.,90044-2246,33.961217,-118.300248
Crescendo Charter Preparatory West,16110 South La Salle Ave.,90247,33.88457,-118.305824
Crescent Heights Boulevard Elementary,1661 South Crescent Heights,90035-4529,34.04726,-118.37397
Crespi Carmelite High School,5031 Alonzo Ave.,91316-3611,34.161751,-118.520424
Crestwood Street STEAM Magnet,1946 West Crestwood St.,90275-1302,33.74976,-118.312457
Crete Academy,6103 Crenshaw Blvd.,90043-3946,33.984498,-118.331263
Cristo Viene Christian Scool,3607 Whittier Blvd,90023-1701,34.025695,-118.195703
Crown Preparatory Academy,2055 West 24th St.,90018-1925,34.035675,-118.311581
CTL Academy Global,23918 Sandhurst Ln,90710,33.807408,-118.293141
Curtis School,15871 Mulholland Dr.,90049-1118,34.12917,-118.47917
Dahlia Heights Elementary,5063 Floristan Ave.,90041-2350,34.138855,-118.198877
Dan M. Issacs Avalon High,1425 North Avalon Blvd.,90744-1506,33.791888,-118.263437
Daniel Pearl Journalism & Communications Magnet,6649 Balboa Blvd.,91406-5529,34.191306,-118.501882
Daniel Webster Middle,11330 West Graham Pl.,90064-3725,34.029816,-118.435583
"Danny J. Bakewell, Sr., Primary Center",8621 South Baring Cross St.,90044-4801,33.95939,-118.289346
Danube Avenue Elementary,11220 Danube Ave.,91344-4319,34.27435,-118.474843
Darby Avenue Elementary,10818 Darby Ave.,91326-3112,34.266413,-118.533523
Dayton Heights Elementary,607 North Westmoreland Ave.,90004-2299,34.081919,-118.288077
De La Salle,16535 Chatsworth St.,91344-6705,34.264969,-118.492515
de Toledo High School,22622 Vanowen St.,91307-2646,34.193268,-118.620326
Dearborn Elementary Charter Academy,9240 Wish Ave.,91325-2533,34.238678,-118.508346
Debbie Allen Dance Academy,1850 S. Manhattan Pl.,90019-6405,34.04017,-118.309908
Del Amo Elementary,21228 Water St.,90745-1849,33.835096,-118.240384
Delevan Drive Elementary,4168 West Avenue 42,90065-4631,34.127161,-118.227217
Delphi Academy of Los Angeles,11341 Brainard Ave.,91342-6854,34.275566,-118.36436
Denker Avenue Elementary,1620 West 162nd St.,90247-3734,33.883721,-118.30534
Design High,1501 Wilshire Blvd.,90017-2205,34.054692,-118.268627
Destinations Academy,"20951 Burbank Blvd., Ste. D",91367-6696,34.17385,-118.589928
Diane S. Leichman Career Preparatory and Transition Center,19034 Gault St.,91335-3910,34.199229,-118.547854
Diego Rivera Learning Complex Green Design STEAM Academy,6100 South Central Ave.,90001-1133,33.984122,-118.256116
Discovery Charter Preparatory #2,13570 Eldridge Ave.,91342-2343,34.31908,-118.425173
Discovery School,18719 Topham St.,91335-6805,34.181207,-118.541065
Dixie Canyon Community Charter,4220 Dixie Canyon Ave.,91423-3904,34.147085,-118.424808
DNA Prep Academy,21523 Rinaldi St.,91311-1480,34.272601,-118.599858
Dolores Huerta Elementary,260 East 31st St.,90011-1910,34.019825,-118.268578
Dolores Mission School,170 South Gless St.,90033-3308,34.045379,-118.223129
Dolores Street Elementary,22526 Dolores St.,90745-3810,33.821694,-118.272283
Dominguez Elementary,21250 Santa Fe Ave.,90810-1446,33.835378,-118.215557
Doris L. Morrow Academy,4731 Don Porfirio Pl,90008-4106,34.00268,-118.355758
Dorothy V. Johnson Community Day,10601 South Grandee Ave.,90002-3676,33.939063,-118.243815
Dorris Place Elementary,2225 Dorris Pl.,90031-1161,34.090685,-118.237919
Downtown Business High,1200 West Colton St.,90026-5816,34.061378,-118.254946
Downtown Value,950 West Washington Blvd.,90015-3312,34.037592,-118.279224
Dr. James Edward Jones Primary Center,1017 West 47th St.,90037-2913,34.000679,-118.292085
Dr. Julian Nava Learning Academies-School of Arts and Culture,1420 East Adams Blvd.,90011-1820,34.015715,-118.248773
Dr. Julian Nava Learning Academy,1420 East Adams Blvd.,90011-1820,34.015715,-118.248773
"Dr. Lawrence H. Moore Math, Science, Technology Academy",1321 East 61st St.,90001-1218,33.984342,-118.251464
Dr. Maya Angelou Community High,300 East 53rd St.,90011-4522,33.99422,-118.270103
Dr. Owen Lloyd Knox Elementary,8919 South Main St.,90003-3718,33.954753,-118.273874
Dr. Richard A. Vladovic Harbor Teacher Preparation Academy,1111 Figueroa Pl.,90744-2311,33.783613,-118.281264
Dr. Sammy Lee Medical and Health Science Magnet Elementary,3600 Council St.,90004-4840,34.074011,-118.288621
Dr. Theodore T. Alexander Jr. Science Center,3737 South Figueroa St.,90007-4366,34.016902,-118.282888
Dubnoff School,18200 Rinaldi Pl.,91326-2551,34.275946,-118.529159
Dyer Street Elementary,14500 Dyer St.,91342-5114,34.300293,-118.447999
E. Manfred Evans Community Adult,717 North Figueroa St.,90012,34.06408,-118.245784
Eagle Rock Elementary,2057 Fair Park Ave.,90041-1999,34.135586,-118.212091
Eagle Rock High,1750 Yosemite Dr.,90041-2815,34.133337,-118.206033
Eagle Tree Continuation,22628 South Main St.,90745-4514,33.820934,-118.275473
Early College Academy-LA Trade Tech College,400 West Washington Blvd.,90015-4108,34.033179,-118.27006
East Los Angeles Occupational,2100 Marengo St.,90033-1321,34.055868,-118.205901
East Los Angeles Renaissance Academy at Esteban E. Torres High No. 2,4211 Dozier St.,90063-3422,34.041554,-118.175474
East Los Angeles Skills Center,3921 Selig Pl.,90031-3901,34.068821,-118.197585
East Valley Senior High,5525 Vineland Ave.,91601-2730,34.17056,-118.370364
Eastman Avenue Elementary,4112 East Olympic Blvd.,90023-3313,34.018823,-118.185833
Eden Creative Arts,1661 W 36Th Pl.,90018-4507,34.022042,-118.307832
Ednovate - Brio College Prep,350 South Figueroa St. Ste. 100,90071-1115,34.053718,-118.255002
Ednovate - East College Prep,3825 North Mission Rd.,90031-3137,34.07012,-118.199685
Ednovate - Encore Arts and Media College Prep,4545 Dozier St.,90022-1118,34.041727,-118.167867
Ednovate - Esperanza College Prep,414 South Atlantic Blvd.,90022-2618,34.028338,-118.154746
Ednovate - South LA College Prep,9301 South Hoover St.,90044-4722,33.951805,-118.287971
Ednovate - USC Hybrid High College Prep,3939 South Vermont Ave.,90071-1936,34.01384,-118.291739
EduCare Development Club,6259 Van Nuys,91405-2711,34.183979,-118.448748
edUcate Higher Academy,6121 Sunset Blvd,90028-6442,34.098472,-118.323301
Edward R. Roybal Learning Center,1200 West Colton St.,90026-5816,34.061984,-118.254566
Edwin Markham Middle,1650 East 104th St.,90002-3606,33.941417,-118.244897
"Egremont Schools, Inc.",19850 Devonshire St.,91311-3501,34.257111,-118.566167
El Camino Real Charter High,5440 Valley Cir. Blvd.,91367-5949,34.169285,-118.643353
El Camino Real Community Adult,21213 Vanowen St.,91303,34.194408,-118.594649
El Dorado Avenue Elementary,12749 El Dorado Ave.,91342-3704,34.301564,-118.465775
El Oro Way Charter for Enriched Studies,12230 El Oro Way,91344-1600,34.293282,-118.505119
El Rio Community,211 South Ave. 20,90031-2508,34.072224,-118.220398
El Sereno Elementary,3838 Rosemead Ave.,90032-1044,34.089683,-118.177385
El Sereno Middle,2839 North Eastern Ave.,90032-2701,34.079428,-118.178092
Elizabeth Learning Center,4811 Elizabeth St.,90201-5205,33.962874,-118.182499
Ellen Ochoa Learning Center,5027 Live Oak St.,90201-4428,33.966959,-118.177605
Ellington (Duke) High (Continuation),1541 West 110th St.,90047-4912,33.935568,-118.303364
Elysian Heights ES Arts Magnet,1562 Baxter St.,90026-1972,34.089081,-118.249405
Emek Early Childhood Center,12732 Chandler Blvd,91607-1929,34.16812,-118.41072
Emek Hebrew Academy,15365 Magnolia Blvd,91403-1135,34.165307,-118.468639
Emelita Street Elementary,17931 Hatteras St.,91316-1037,34.176518,-118.523109
Emerson Community Charter,1650 Selby Ave.,90024-5716,34.053268,-118.435982
Empower STEM,1650 Sawtelle Blvd,90025-6980,34.046026,-118.447727
Enadia Way Technology Charter,22944 Enadia Way,91307-2206,34.200001,-118.625725
Encino Charter Elementary,16941 Addison St.,91316-3433,34.161765,-118.50207
Engineering and Technology Academy at Esteban E. Torres High No. 3,4211 Dozier St.,90063-3422,34.041554,-118.175474
English For All Language & Homeschool Academy,2515 Nebraska Ave,90280-3942,33.947326,-118.227648
Environmental and Social Policy Magnet,3501 North Broadway,90031-2856,34.074707,-118.204037
